"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"plant",264.050035715006,52.8100071430012,5,91.9999999979783,5.30838965070958,0.000249025386782784
"treatment",5.49215119738031,5.49215119738031,1,91.9999999923964,0.552063522683496,0.459368870622624
"plant:treatment",186.880062184887,37.3760124369774,5,91.9999999994715,3.75698562334956,0.00385477885613864
